city,state_id,lat,lng
Ridley Park,PA,39.8785,-75.3251
Pacific,WA,47.2610,-122.2507
Stow,MA,42.4298,-71.5115
Kosciusko,MS,33.0585,-89.5893
Richland,MS,32.2309,-90.1591
Staples,CT,41.1508,-73.3283
Wellsville,NY,42.1206,-77.9219
Meraux,LA,29.9284,-89.9179
Sappington,MO,38.5260,-90.3730
Pompey,NY,42.9229,-75.9803
Strathmore,NJ,40.4018,-74.2194
Parkwood,WA,47.5266,-122.5986
Heartland,TX,32.6748,-96.4515
Dayton,TN,35.4912,-85.0120
Fircrest,WA,47.2307,-122.5157
Philadelphia,MS,32.7761,-89.1221
Benton,IL,38.0109,-88.9179
Lake Hallie,WI,44.8921,-91.4199
Dunlap,IN,41.6346,-85.9235
Beacon Square,FL,28.2118,-82.7504
Rutgers University-Busch Campus,NJ,40.5214,-74.4654
Oakdale,LA,30.8158,-92.6542
Connellsville,PA,40.0161,-79.5893
West Miami,FL,25.7578,-80.2969
Cos Cob,CT,41.0513,-73.5934
Sturgis,SD,44.4110,-103.4973
Cortland,OH,41.3319,-80.7195
Atkinson,NH,42.8370,-71.1605
Vandenberg Village,CA,34.7111,-120.4622
Sandston,VA,37.5120,-77.3149
Mills River,NC,35.3853,-82.5854
Georgetown,DE,38.6894,-75.3872
Noble,OK,35.1381,-97.3695
Epping,NH,43.0501,-71.0747
Stickney,IL,41.8183,-87.7730
Buena Vista,NJ,39.5150,-74.8883
Jasper,TX,30.9221,-93.9947
South Hanover,PA,40.2962,-76.7085
Viola,NY,41.1288,-74.0855
Russellville,KY,36.8394,-86.8950
Tanglewilde,WA,47.0512,-122.7809
Frankfort,NY,43.0389,-75.1377
Bremen,GA,33.7085,-85.1495
Waveland,MS,30.2930,-89.3905
Jan Phyl Village,FL,28.0201,-81.7933
East Coventry,PA,40.2014,-75.6162
Lely Resort,FL,26.0889,-81.7031
Seaside,OR,45.9889,-123.9214
Heathcote,NJ,40.3878,-74.5780
South Patrick Shores,FL,28.2020,-80.6137
"Islamorada, Village of Islands",FL,24.9407,-80.6098
Fort Bragg,CA,39.4399,-123.8013
Mila Doce,TX,26.2230,-97.9601
St. Gabriel,LA,30.2536,-91.1013
South Hill,NY,42.4113,-76.4883
Green Brook,NJ,40.6036,-74.4827
Midland Park,NJ,40.9952,-74.1410
Middlesex,PA,40.2502,-77.1356
Franklin,PA,39.8865,-80.1807
Hampstead,NC,34.3627,-77.7318
Strasburg,VA,38.9961,-78.3549
Barrington,NJ,39.8689,-75.0514
Fort Pierce North,FL,27.4736,-80.3595
Wetumpka,AL,32.5406,-86.2053
Wescosville,PA,40.5617,-75.5489
Wollochet,WA,47.2828,-122.5768
Aspen,CO,39.1951,-106.8369
Milltown,NJ,40.4504,-74.4351
Green Hill,TN,36.2349,-86.5733
Nevada,IA,42.0184,-93.4633
Osceola,AR,35.6942,-89.9934
Providence,PA,39.9092,-76.2330
Clinton,IL,40.1468,-88.9633
Heber Springs,AR,35.4995,-92.0292
Rockport,MA,42.6543,-70.6223
Zuni Pueblo,NM,35.0693,-108.8558
Thompson's Station,TN,35.8106,-86.9003
Logan,OH,39.5385,-82.4062
Thornbury,PA,39.9182,-75.5164
Mountainside,NJ,40.6811,-74.3601
West Concord,MA,42.4517,-71.4035
Tuckahoe,NY,40.9531,-73.8230
Whitemarsh Island,GA,32.0304,-81.0109
Mendota,IL,41.5553,-89.1041
Morehead,KY,38.1906,-83.4466
Uniontown,OH,40.9635,-81.4062
Fayetteville,TN,35.1490,-86.5634
Norwich,NY,42.5333,-75.5227
Trinity,NC,35.8756,-80.0093
Heathrow,FL,28.7754,-81.3721
Shamokin,PA,40.7881,-76.5550
Elkins,WV,38.9237,-79.8541
Rockland,ME,44.1274,-69.1369
Mount Healthy,OH,39.2338,-84.5468
Belle Isle,FL,28.4723,-81.3491
Hamilton,AL,34.1346,-87.9755
Church Hill,TN,36.5204,-82.7151
Sturtevant,WI,42.6995,-87.9019
West Slope,OR,45.4962,-122.7730
Montevallo,AL,33.1246,-86.8477
Lacy-Lakeview,TX,31.6292,-97.1052
Tunkhannock,PA,41.0447,-75.4813
Stratford,NJ,39.8290,-75.0156
Cochituate,MA,42.3290,-71.3576
Puerto Real,PR,18.0767,-67.1858
Pendleton,NY,43.1015,-78.7664
Litchfield,IL,39.1954,-89.6300
Ambridge,PA,40.5921,-80.2265
Zebulon,NC,35.8329,-78.3158
Linwood,NJ,39.3435,-74.5708
South Run,VA,38.7467,-77.2754
Huron,OH,41.3912,-82.5636
Morrilton,AR,35.1558,-92.7387
Mexia,TX,31.6809,-96.4833
Idabel,OK,33.9040,-94.8285
Forest Glen,MD,39.0190,-77.0447
Monessen,PA,40.1519,-79.8828
Lincoln,MA,42.4267,-71.3086
Tamaqua,PA,40.8033,-75.9344
Mount Carmel,IL,38.4187,-87.7695
Hanover,NY,42.4923,-79.1254
Conley,GA,33.6399,-84.3376
Old Greenwich,CT,41.0254,-73.5692
LaFayette,GA,34.7089,-85.2815
Washington,PA,40.5093,-79.6011
Winfield,IN,41.4097,-87.2623
Manorhaven,NY,40.8399,-73.7127
Kirtland,OH,41.5969,-81.3406
Spring Lake Park,MN,45.1161,-93.2451
St. Joseph,MN,45.5655,-94.3035
Kingsland,TX,30.6651,-98.4545
Orland Hills,IL,41.5905,-87.8414
Seminole,TX,32.7207,-102.6501
Youngtown,AZ,33.5846,-112.3048
Prairie Grove,AR,35.9858,-94.3049
Hurricane,WV,38.4293,-82.0182
White Knoll,SC,33.8902,-81.2391
Camp Swift,TX,30.1885,-97.2933
Grove,OK,36.5928,-94.7877
Pacific,MO,38.4809,-90.7540
Highland Heights,KY,39.0354,-84.4567
La Feria,TX,26.1544,-97.8255
Mira Monte,CA,34.4312,-119.2878
Thomson,GA,33.4679,-82.4968
Marble Falls,TX,30.5649,-98.2768
Belfast,ME,44.4279,-69.0325
Ohio,PA,40.5425,-80.0926
Cumming,GA,34.2063,-84.1339
Perry,FL,30.1090,-83.5821
Fox Point,WI,43.1581,-87.9013
Gurabo,PR,18.2528,-65.9785
Neptune Beach,FL,30.3165,-81.4118
Avon,NY,42.8955,-77.7341
Maurice River,NJ,39.3057,-74.9349
Clarkson,NY,43.2533,-77.9227
Roeland Park,KS,39.0359,-94.6374
Ocean City,MD,38.3998,-75.0715
Williamson,NY,43.2417,-77.1923
St. Albans,VT,44.8119,-73.0849
Valley Park,MO,38.5513,-90.4923
Bermuda Dunes,CA,33.7435,-116.2874
Mount Vernon,IN,37.9364,-87.8958
Byron Center,MI,42.8121,-85.7279
Harrisville,UT,41.2852,-111.9859
Exeter,RI,41.5658,-71.6308
Huntingdon,PA,40.5000,-78.0097
Milo,NY,42.6150,-77.0031
Greenbrier,TN,36.4243,-86.7975
Newport,TN,35.9617,-83.1976
Walden,NY,41.5603,-74.1879
Clay,PA,40.2353,-76.2369
North Vernon,IN,39.0171,-85.6317
Lincoln,AL,33.5935,-86.1365
Donaldsonville,LA,30.0954,-90.9925
Taylor Mill,KY,39.0092,-84.4988
Marshall,MI,42.2618,-84.9598
Union,OH,39.9103,-84.2901
Clarkston Heights-Vineland,WA,46.3770,-117.0920
Harvard,MA,42.5059,-71.5853
Kingston Estates,NJ,39.9188,-74.9898
Silsbee,TX,30.3456,-94.1764
Lanett,AL,32.8577,-85.2078
Allendale,NJ,41.0332,-74.1333
Lower Nazareth,PA,40.7067,-75.3258
Lincroft,NJ,40.3391,-74.1282
Franklin,LA,29.7851,-91.5098
Acton,CA,34.4956,-118.1858
Richboro,PA,40.2262,-75.0006
Clifton Heights,PA,39.9301,-75.2958
Elkins Park,PA,40.0775,-75.1280
Wildewood,MD,38.3035,-76.5470
Portage Lakes,OH,41.0034,-81.5347
Conemaugh,PA,40.2432,-78.9660
Westbrook,CT,41.3069,-72.4665
North Syracuse,NY,43.1339,-76.1304
Kaufman,TX,32.5766,-96.3158
Atlantic,IA,41.3958,-95.0136
Lawrence,NY,40.6041,-73.7151
Tabernacle,NJ,39.8192,-74.6551
Loomis,CA,38.8093,-121.1955
Homeland Park,SC,34.4644,-82.6593
West Samoset,FL,27.4702,-82.5552
Pea Ridge,WV,38.4155,-82.3195
Bayville,NY,40.9076,-73.5602
Oneonta,AL,33.9394,-86.4932
Geneseo,IL,41.4509,-90.1540
Peru,NY,44.5820,-73.5560
Bonne Terre,MO,37.9209,-90.5425
Kasson,MN,44.0333,-92.7479
Live Oak,FL,30.2957,-82.9847
Carroll,PA,40.1142,-77.0190
Sealy,TX,29.7662,-96.1630
Sonterra,TX,30.8079,-97.5952
Napili-Honokowai,HI,20.9767,-156.6646
Potomac Mills,VA,38.6554,-77.3000
Roslyn Heights,NY,40.7788,-73.6396
Roosevelt,UT,40.2924,-110.0093
Cazenovia,NY,42.9122,-75.8636
Lutherville,MD,39.4240,-76.6177
South Valley Stream,NY,40.6558,-73.7185
Inniswold,LA,30.3982,-91.0710
Farmington,NH,43.3629,-71.0760
Ambler,PA,40.1564,-75.2215
Newbury,MA,42.7706,-70.8747
Plymouth Meeting,PA,40.1097,-75.2803
Holly Springs,MS,34.7768,-89.4466
Pepper Pike,OH,41.4800,-81.4620
Contra Costa Centre,CA,37.9260,-122.0540
Hoosick,NY,42.8903,-73.3561
Groveland,MA,42.7520,-71.0149
East Falmouth,MA,41.5708,-70.5556
Folcroft,PA,39.8891,-75.2770
Phelps,NY,42.9574,-77.0480
Bullskin,PA,40.0811,-79.5116
Winthrop Harbor,IL,42.4805,-87.8293
Raleigh Hills,OR,45.4851,-122.7567
Eliot,ME,43.1489,-70.7860
Essex,CT,41.3499,-72.4145
Swanton,VT,44.9083,-73.1255
Berkley,MA,41.8349,-71.0754
East Earl,PA,40.1235,-76.0332
Oakmont,PA,40.5200,-79.8365
Howland Center,OH,41.2482,-80.7443
Junction City,OR,44.2068,-123.2102
Homeland,CA,33.7459,-117.1132
Basehor,KS,39.1332,-94.9333
Normandy Park,WA,47.4342,-122.3436
Dunbar,PA,39.9637,-79.6026
Brookings,OR,42.0697,-124.3002
Satsuma,AL,30.8578,-88.0631
Elmwood,LA,29.9554,-90.1879
Merrimac,MA,42.8386,-71.0119
Dacula,GA,33.9815,-83.8952
Lemoore Station,CA,36.2633,-119.9048
St. Augustine Beach,FL,29.8415,-81.2713
West View,PA,40.5182,-80.0333
Crescent City,CA,41.7728,-124.1902
New Hartford,CT,41.8442,-73.0055
Loughman,FL,28.2380,-81.5686
Edgemoor,DE,39.7547,-75.5069
Galax,VA,36.6660,-80.9176
Columbiana,OH,40.8872,-80.6757
Belpre,OH,39.2815,-81.5972
Greenville,IL,38.8867,-89.3894
Fowler,CA,36.6243,-119.6737
Steilacoom,WA,47.1703,-122.5933
Opp,AL,31.2848,-86.2570
Isanti,MN,45.4925,-93.2408
Thermalito,CA,39.4909,-121.6150
Castroville,CA,36.7649,-121.7534
Amory,MS,33.9814,-88.4823
Black Jack,MO,38.7993,-90.2640
Boonville,IN,38.0456,-87.2907
Winsted,CT,41.9262,-73.0675
Lionville,PA,40.0524,-75.6440
Solvay,NY,43.0571,-76.2123
Scriba,NY,43.4599,-76.4186
Ladera Heights,CA,33.9972,-118.3740
Ewa Villages,HI,21.3417,-158.0389
Litchfield Park,AZ,33.5024,-112.3588
Harvest,AL,34.8558,-86.7520
San Martin,CA,37.0829,-121.5963
Medina,MN,45.0326,-93.5834
Pinehurst,MA,42.5334,-71.2339
Larose,LA,29.5669,-90.3751
Cairo,NY,42.2965,-74.0205
Buena Vista,VA,37.7319,-79.3568
Darnestown,MD,39.0969,-77.3033
Covedale,OH,39.1267,-84.6370
Plymouth,NH,43.7437,-71.7221
Harrisburg,SD,43.4324,-96.7041
Milton,PA,41.0088,-76.8507
Blakely,PA,41.4860,-75.6012
Ocean Shores,WA,46.9684,-124.1520
Eldridge,IA,41.6390,-90.5809
Unionville,NC,35.0716,-80.5173
Wailua Homesteads,HI,22.0650,-159.3771
North Caldwell,NJ,40.8629,-74.2576
Indiantown,FL,27.0376,-80.4910
Hillsboro,IL,39.1752,-89.4723
Mascotte,FL,28.6110,-81.9106
Lake Murray of Richland,SC,34.1209,-81.2653
Meredith,NH,43.6302,-71.5018
Nitro,WV,38.4117,-81.8193
Stone Mountain,GA,33.8035,-84.1723
Bern,PA,40.4005,-75.9934
Stewartville,MN,43.8606,-92.4896
Treasure Island,FL,27.7740,-82.7663
Pratt,KS,37.6765,-98.7451
Indian River Estates,FL,27.3564,-80.2983
St. John,MO,38.7148,-90.3462
Bedford,VA,37.3360,-79.5179
Homeacre-Lyndora,PA,40.8721,-79.9211
Willow Oak,FL,27.9216,-82.0244
Pecan Plantation,TX,32.3628,-97.6553
Brookhaven,WV,39.6062,-79.8812
Robertsdale,AL,30.5535,-87.7023
Jackson,PA,41.0081,-75.3578
Ontario,OH,40.7710,-82.6104
Irvington,NY,41.0349,-73.8660
Gouverneur,NY,44.3673,-75.4837
Garrett,IN,41.3527,-85.1237
Orchard Mesa,CO,39.0363,-108.5166
Braddock,VA,38.8308,-77.3565
Valley City,ND,46.9222,-98.0055
Notre Dame,IN,41.7014,-86.2378
Granby,NY,43.2917,-76.4408
Morrow,GA,33.5815,-84.3391
Bronxville,NY,40.9395,-73.8265
Eastwood,MI,42.3027,-85.5447
Clover,SC,35.1125,-81.2202
Savannah,TX,33.2257,-96.9081
Upper Sandusky,OH,40.8298,-83.2721
Allegheny,PA,40.4583,-78.4768
Jordan,MN,44.6648,-93.6351
Swarthmore,PA,39.9023,-75.3488
Ellettsville,IN,39.2322,-86.6232
Ridgeway,NY,43.2619,-78.3806
Plattsmouth,NE,41.0054,-95.8940
Washington,PA,40.7389,-75.6392
Decatur,TX,33.2263,-97.5875
Mays Landing,NJ,39.4506,-74.7098
Chatham,MA,41.6698,-69.9755
Hapeville,GA,33.6609,-84.4093
Milford,OH,39.1699,-84.2811
Wailea,HI,20.6873,-156.4291
Lucas Valley-Marinwood,CA,38.0405,-122.5765
Porter,NY,43.2517,-78.9720
Millsboro,DE,38.5892,-75.3089
Ramtown,NJ,40.1145,-74.1492
Cullowhee,NC,35.3097,-83.1816
Sunbury,OH,40.2485,-82.8806
Litchfield,MN,45.1221,-94.5253
Huntingburg,IN,38.3010,-86.9622
Corinth,NY,43.2269,-73.8847
Larchmont,NY,40.9258,-73.7531
Topsfield,MA,42.6373,-70.9425
South Monroe,MI,41.8927,-83.4186
Schuyler,NE,41.4497,-97.0620
Taos,NM,36.3871,-105.5803
Brier,WA,47.7924,-122.2734
Homestead Meadows North,TX,31.8483,-106.1707
Stratmoor,CO,38.7731,-104.7786
Milford,MI,42.5870,-83.6012
Carthage,TX,32.1526,-94.3368
North East,PA,42.2000,-79.8250
Rutherford,PA,40.2696,-76.7678
Abilene,KS,38.9230,-97.2252
Barnhart,MO,38.3360,-90.4046
Purcell,OK,35.0231,-97.3757
Crystal City,TX,28.6908,-99.8258
Addis,LA,30.3652,-91.2658
Hutchison,VA,38.9636,-77.4110
West Greenwich,RI,41.6291,-71.6671
Union Gap,WA,46.5566,-120.4979
Catasauqua,PA,40.6531,-75.4643
Sandown,NH,42.9332,-71.1833
Williams,PA,40.6312,-75.2278
Kingston,RI,41.4738,-71.5236
Pea Ridge,AR,36.4495,-94.1218
Fairfield,ME,44.6372,-69.6751
Ville Platte,LA,30.6901,-92.2746
Upper Mount Bethel,PA,40.8984,-75.1386
Bridgeport,MI,43.3706,-83.8827
Watchung,NJ,40.6431,-74.4391
Lynchburg,TN,35.2846,-86.3587
Green Knoll,NJ,40.6047,-74.6147
Mattapoisett,MA,41.6687,-70.8170
Red Lion,PA,39.8986,-76.6078
Hebron,KY,39.0626,-84.7090
Antis,PA,40.6222,-78.3564
Sidney,NE,41.1341,-102.9681
Highland,NY,41.7208,-73.9625
West Vincent,PA,40.1256,-75.6477
Catalina,AZ,32.4848,-110.8997
Marion,SC,34.1787,-79.3956
Dahlonega,GA,34.5311,-83.9804
Hillsboro,OH,39.2123,-83.6113
Iowa Park,TX,33.9622,-98.6819
Yabucoa,PR,18.0464,-65.8803
Prairie View,TX,30.0847,-95.9892
Carbondale,CO,39.3949,-107.2148
Vandalia,IL,38.9754,-89.1117
Gunnison,CO,38.5480,-106.9246
Eudora,KS,38.9345,-95.0956
Elm Grove,WI,43.0480,-88.0867
Carolina Beach,NC,34.0396,-77.8966
Ralston,NE,41.2005,-96.0355
Pollock Pines,CA,38.7575,-120.5921
West Hattiesburg,MS,31.3114,-89.3740
El Rio,CA,34.2453,-119.1568
Bowleys Quarters,MD,39.3198,-76.3856
Marianna,FL,30.7943,-85.2259
Shamong,NJ,39.7781,-74.7272
Fenton,NY,42.2009,-75.8012
Crockett,TX,31.3177,-95.4564
Lebanon,ME,43.4033,-70.9115
Sanibel,FL,26.4534,-82.1023
Mount Hope,NY,41.4600,-74.5280
Laie,HI,21.6442,-157.9279
Gananda,NY,43.1274,-77.3361
Belle Haven,VA,38.7775,-77.0574
East End,AR,34.5554,-92.3261
De Soto,MO,38.1410,-90.5609
Leitchfield,KY,37.4863,-86.2856
Cherry Hills Village,CO,39.6375,-104.9480
Chickasaw,AL,30.7715,-88.0793
Blue Bell,PA,40.1474,-75.2687
South Lakes,AK,61.5874,-149.3160
Cumberland,PA,39.8915,-79.9898
Ormond-by-the-Sea,FL,29.3437,-81.0677
Prospect Park,PA,39.8859,-75.3075
Moraine,OH,39.6983,-84.2458
Willis,TX,30.4314,-95.4831
Forest Hills,PA,40.4251,-79.8544
Bangor Base,WA,47.7226,-122.7144
Burnet,TX,30.7496,-98.2383
Peterborough,NH,42.8905,-71.9394
Johnsburg,IL,42.3830,-88.2476
Stowe,PA,40.4829,-80.0734
Vine Grove,KY,37.8134,-85.9828
Osprey,FL,27.1914,-82.4800
Chesnut Hill,PA,40.7236,-75.2074
Canutillo,TX,31.9185,-106.6006
Madison,SD,44.0062,-97.1085
Delano,MN,45.0384,-93.7930
West Point,NY,41.3645,-74.0123
Powell,WY,44.7958,-108.7681
Naples Manor,FL,26.0892,-81.7254
Rindge,NH,42.7523,-72.0107
Huntington Woods,MI,42.4816,-83.1685
Flanders,NY,40.8937,-72.6051
Linglestown,PA,40.3444,-76.7948
Charles Town,WV,39.2746,-77.8631
Wolfeboro,NH,43.6118,-71.1706
Aptos,CA,36.9912,-121.8934
Martins Ferry,OH,40.1014,-80.7253
Woodland,WA,45.9145,-122.7505
Shrewsbury,MO,38.5866,-90.3282
Pigeon Forge,TN,35.7977,-83.5623
Georges,PA,39.8135,-79.7617
Hilmar-Irwin,CA,37.4045,-120.8504
Colusa,CA,39.2059,-122.0125
Carlstadt,NJ,40.8247,-74.0613
Tallulah,LA,32.4068,-91.1916
Arlington Heights,PA,41.0041,-75.2112
Tecumseh,OK,35.2639,-96.9337
Dalton,MA,42.4795,-73.1533
Countryside,IL,41.7741,-87.8752
Dillon,SC,34.4233,-79.3689
Binghamton University,NY,42.0893,-75.9684
Wheelersburg,OH,38.7383,-82.8420
East Rochester,NY,43.1122,-77.4869
Glenarden,MD,38.9294,-76.8577
Ramblewood,NJ,39.9322,-74.9527
Dennis,NJ,39.2019,-74.8188
Barnesville,GA,33.0508,-84.1528
Portland,IN,40.4376,-84.9833
Nephi,UT,39.7069,-111.8326
Hermon,ME,44.8141,-68.9087
Rossford,OH,41.5812,-83.5682
Douglas,WY,42.7542,-105.3969
Marvin,NC,34.9889,-80.8033
Wilkins,PA,40.4265,-79.8230
Clyde,OH,41.3044,-82.9781
Walker,LA,30.4851,-90.8654
Homer,NY,42.6660,-76.1699
Selma,NC,35.5406,-78.2932
Corcoran,MN,45.1089,-93.5837
Newport,NH,43.3649,-72.2001
Ashburnham,MA,42.6590,-71.9252
Twin Lakes,WI,42.5190,-88.2484
Gateway,AK,61.5668,-149.2417
Chesapeake Beach,MD,38.6881,-76.5448
Prospect Park,NJ,40.9380,-74.1736
Fort Shawnee,OH,40.6814,-84.1487
Laurence Harbor,NJ,40.4489,-74.2494
Cynthiana,KY,38.3860,-84.2992
South Monrovia Island,CA,34.1234,-117.9958
Timnath,CO,40.5338,-104.9623
Rushville,IN,39.6171,-85.4463
South Bay,FL,26.6770,-80.7265
Gulf Park Estates,MS,30.3802,-88.7581
Aztec,NM,36.8225,-107.9710
Taylor,PA,41.3958,-75.7147
Wilton,CA,38.4130,-121.2127
River Park,FL,27.3214,-80.3308
Braidwood,IL,41.2695,-88.2235
Rib Mountain,WI,44.9195,-89.6757
Camino Tassajara,CA,37.7909,-121.8851
Eatonton,GA,33.3258,-83.3886
Huron,CA,36.2041,-120.0961
Johnson Lane,NV,39.0489,-119.7245
Killingworth,CT,41.3792,-72.5785
Salem,IN,38.6047,-86.0976
Orleans,MA,41.7665,-69.9675
Bethel,AK,60.7928,-161.7917
Hampstead,MD,39.6105,-76.8549
Chillicothe,IL,40.9158,-89.5020
Fort Lee,VA,37.2357,-77.3325
Northfield,VT,44.1462,-72.6851
Highgrove,CA,34.0106,-117.3098
Munford,TN,35.4434,-89.8147
Pembroke Park,FL,25.9852,-80.1777
South Williamsport,PA,41.2294,-77.0009
Findlay,PA,40.4782,-80.2811
Gleneagle,CO,39.0453,-104.8288
Grafton,OH,41.2809,-82.0380
Talent,OR,42.2404,-122.7807
Granville,NY,43.4188,-73.3086
Plainfield,PA,40.8185,-75.2609
Keene,TX,32.3955,-97.3226
Doolittle,TX,26.3597,-98.1167
Waupaca,WI,44.3506,-89.0719
Corry,PA,41.9259,-79.6358
Mattydale,NY,43.0992,-76.1388
Hockinson,WA,45.7302,-122.4833
Gulf Breeze,FL,30.3684,-87.1737
Rochester,IN,41.0591,-86.1959
Thurmont,MD,39.6210,-77.4076
Monroe,PA,40.1612,-77.0702
Clairton,PA,40.2976,-79.8854
Pelican Bay,FL,26.2327,-81.8108
Yardville,NJ,40.1849,-74.6604
Willows,CA,39.5149,-122.1995
Fort Washington,PA,40.1408,-75.1926
Sidney,MT,47.7152,-104.1679
Roseland,NJ,40.8208,-74.3086
West Loch Estate,HI,21.3617,-158.0246
Champion Heights,OH,41.3031,-80.8514
Fair Haven,NJ,40.3618,-74.0392
Paulsboro,NJ,39.8400,-75.2397
Willard,MO,37.2931,-93.4171
Henderson,TN,35.4446,-88.6531
Lauderdale-by-the-Sea,FL,26.1991,-80.0971
Manistee,MI,44.2439,-86.3242
Ashton-Sandy Spring,MD,39.1515,-77.0065
North Fort Lewis,WA,47.1222,-122.5962
Sweetwater,TN,35.6029,-84.4716
Woods Creek,WA,47.8822,-121.8981
Penn Wynne,PA,39.9867,-75.2715
Jackson,OH,39.0448,-82.6458
Desert Palms,CA,33.7789,-116.2930
Cocoa West,FL,28.3591,-80.7713
Ishpeming,MI,46.4862,-87.6658
Pleasure Point,CA,36.9619,-121.9715
Byron,MN,44.0378,-92.6409
Steelton,PA,40.2258,-76.8253
High Springs,FL,29.8070,-82.5955
Northgate,OH,39.2533,-84.5941
Woodstock,NY,42.0557,-74.1652
Orange City,IA,43.0023,-96.0566
White Oak,TX,32.5312,-94.8564
Mendon,MA,42.0930,-71.5515
McRae-Helena,GA,32.0636,-82.8968
Oakland,ME,44.5595,-69.7328
Avon,CO,39.6442,-106.5130
Cold Spring,KY,39.0130,-84.4350
Gray,LA,29.6780,-90.7831
Princeton,KY,37.1068,-87.8853
Penitas,TX,26.2577,-98.4407
Willard,OH,41.0518,-82.7232
Monticello,IL,40.0342,-88.5728
Mayfield,NY,43.1248,-74.2600
St. James,NC,33.9467,-78.1132
Lake Alfred,FL,28.1041,-81.7264
Torrington,WY,42.0653,-104.1737
Lebanon,NJ,40.7278,-74.8903
Lake Mills,WI,43.0775,-88.9055
Riverside,MD,39.4784,-76.2398
De Queen,AR,34.0426,-94.3420
Sullivan,MO,38.2129,-91.1637
Blackwell,OK,36.8013,-97.3009
Cheverly,MD,38.9254,-76.9141
North Sea,NY,40.9330,-72.4047
Gladewater,TX,32.5426,-94.9465
Plaquemine,LA,30.2833,-91.2430
Hurley,NY,41.9622,-74.1159
Anadarko,OK,35.0650,-98.2443
Bellefonte,PA,40.9141,-77.7683
Ranchettes,WY,41.2186,-104.7729
Kingston,NH,42.9156,-71.0665
Lee,NY,43.3257,-75.5175
Eastampton,NJ,40.0010,-74.7553
Air Force Academy,CO,38.9942,-104.8639
Oak View,CA,34.4030,-119.2990
Elsmere,DE,39.7384,-75.5946
Lebanon,KY,37.5691,-85.2594
Aquia Harbour,VA,38.4598,-77.3806
De Soto,KS,38.9688,-94.9549
Southampton,MA,42.2308,-72.7386
South Lebanon,OH,39.3672,-84.2205
Milan,MI,42.0816,-83.6854
Hidden Valley Lake,CA,38.8005,-122.5505
Harrah,OK,35.4786,-97.1873
Marlborough,CT,41.6331,-72.4547
Pontoon Beach,IL,38.7208,-90.0609
Darlington,SC,34.3015,-79.8670
Rittman,OH,40.9736,-81.7850
Gun Barrel City,TX,32.3277,-96.1286
Pimmit Hills,VA,38.9105,-77.1991
Everman,TX,32.6296,-97.2827
North Hobbs,NM,32.7731,-103.1250
Country Homes,WA,47.7479,-117.4199
Saranap,CA,37.8878,-122.0760
Duanesburg,NY,42.7799,-74.1805
Lower Heidelberg,PA,40.3556,-76.0528
Kathleen,FL,28.1224,-82.0387
Village of Oak Creek,AZ,34.7813,-111.7606
Glendale,MO,38.5935,-90.3826
Cidra,PR,18.1776,-66.1580
Andover,NJ,41.0243,-74.7283
Highland Lakes,AL,33.3973,-86.6495
Tarrant,AL,33.5945,-86.7685
Rowley,MA,42.7224,-70.8883
Walkersville,MD,39.4832,-77.3559
Otis Orchards-East Farms,WA,47.7030,-117.0854
Massanetta Springs,VA,38.3899,-78.8340
Rockford,MI,43.1267,-85.5582
Franklin,PA,41.3936,-79.8425
South Gate Ridge,FL,27.2856,-82.4970
Salem,PA,40.4071,-79.5141
West Yarmouth,MA,41.6496,-70.2487
Maquoketa,IA,42.0590,-90.6649
Warrenton,OR,46.1685,-123.9302
Northford,CT,41.3949,-72.7826
Oceanport,NJ,40.3160,-74.0205
Fountainhead-Orchard Hills,MD,39.6878,-77.7173
Woodcliff Lake,NJ,41.0253,-74.0604
Oreland,PA,40.1150,-75.1803
Granby,MA,42.2608,-72.5036
Zimmerman,MN,45.4416,-93.5980
Hellertown,PA,40.5812,-75.3378
Louisville,MS,33.1224,-89.0553
Hamilton,NY,42.7897,-75.4940
Ligonier,PA,40.2348,-79.2138
Edgewood,NM,35.1318,-106.2151
Northville,MI,42.4355,-83.4890
Wesley Hills,NY,41.1578,-74.0768
Marcellus,NY,42.9540,-76.3255
Little Silver,NJ,40.3357,-74.0346
Winthrop,ME,44.3116,-69.9615
Millersville,TN,36.3969,-86.7111
Hamlet,NC,34.8892,-79.7099
Eucalyptus Hills,CA,32.8850,-116.9453
Tequesta,FL,26.9618,-80.1011
East Aurora,NY,42.7667,-78.6172
Exton,PA,40.0307,-75.6303
Mount Zion,IL,39.7793,-88.8834
Lake Fenton,MI,42.8453,-83.7086
Bridgewater,VA,38.3862,-78.9674
Sheridan,CO,39.6468,-105.0182
Independence,IA,42.4621,-91.9027
Gas City,IN,40.4887,-85.5944
Snowflake,AZ,34.5225,-110.0913
Dacono,CO,40.0623,-104.9476
Raton,NM,36.8849,-104.4396
Morris Plains,NJ,40.8356,-74.4786
West Clarkston-Highland,WA,46.4017,-117.0624
Harris Hill,NY,42.9730,-78.6793
Truth or Consequences,NM,33.1864,-107.2589
Kermit,TX,31.8540,-103.0924
Wappingers Falls,NY,41.5984,-73.9181
Simsbury Center,CT,41.8808,-72.8111
Houlton,ME,46.1403,-67.8429
Hazardville,CT,41.9921,-72.5344
Belding,MI,43.0968,-85.2331
Crafton,PA,40.4333,-80.0712
Latimer,MS,30.4974,-88.8607
Rochester,WA,46.8198,-123.0636
Lakeview,NY,40.6775,-73.6493
